ano,mes,competencia_movimentacao,sigla_uf,id_municipio,id_municipio_6,admitidos_desligados,tipo_estabelecimento,tipo_movimentacao_desagregado,faixa_emprego_inicio_janeiro,tempo_emprego,quantidade_horas_contratadas,salario_mensal,saldo_movimentacao,indicador_aprendiz,indicador_trabalho_intermitente,indicador_trabalho_parcial,indicador_portador_deficiencia,tipo_deficiencia,cbo_1994,cbo_2002,cnae_1,cnae_2_subclasse,grau_instrucao,idade,sexo,raca_cor,subsetor_ibge,bairros_sp,bairros_fortaleza,bairros_rj,distritos_sp,regiao_administrativas_df,regiao_administrativas_rj,regiao_administrativas_sp,regiao_corede,regiao_corede_04,regiao_gov_sp,regiao_senac_pr,regiao_senai_pr,regiao_senai_sp,subregiao_senai_pr,regiao_metropolitana_mte
2009,5,2009-04,PR,4104808,410480,01,01,01,03,0.0,44,4.65,1,0,,,0,00,53210,513405,55212,5611201,02,46,01,02,21,,,,,,, 999,,  99, 999,  05,  01, 999,17,
2009,5,2009-04,PR,4126256,412625,01,01,02,02,0.0,44,5.3,1,0,,,0,00,33960,421310,74993,8291100,05,33,02,02,19,,,,,,, 999,,  99, 999,  13,  04, 999,08,
2009,5,2009-04,PR,4104204,410420,01,01,02,01,0.0,44,5.2,1,0,,,0,00,98570,519110,64122,5320202,05,31,01,02,20,,,,,,, 999,,  99, 999,  07,  02, 999,01, 8
2009,5,2009-04,PR,4119400,411940,02,01,11,07,1.0,44,16.54,-1,0,,,0,99,87210,724315,29696,3321000,05,42,01,02,04,,,,,,, 999,,  99, 999,  06,  06, 999,04,
2009,5,2009-04,PR,4113700,411370,02,03,04,01,6.0,44,5.47,-1,0,,,0,00,95932,717020,52442,4744005,07,26,01,02,16,,,,,,, 999,,  99, 999,  12,  03, 999,13,
2009,5,2009-04,PR,4106902,410690,02,01,04,06,7.0,44,8.4,-1,0,,,0,00,95210,715305,45217,4120400,04,36,01,02,15,,,,,,, 999,,  99, 999,  07,  02, 999,01, 8
2009,5,2009-04,PR,4104303,410430,02,01,11,08,3.0,20,5.0,-1,0,,,0,00,14220,231210,85154,8660700,09,30,02,02,22,,,,,,, 999,,  99, 999,  04,  04, 999,09,
2009,5,2009-04,PR,4114807,411480,02,01,04,01,10.0,44,11.32,-1,0,,,0,00,92220,766235,21415,1741902,06,25,01,02,08,,,,,,, 999,,  99, 999,  13,  04, 999,08,
2009,5,2009-04,PR,4101804,410180,01,01,02,03,0.0,44,5.0,1,0,,,0,00,39410,422105,28991,3299003,07,20,02,02,03,,,,,,, 999,,  99, 999,  07,  02, 999,01, 8
2009,5,2009-04,PR,4118204,411820,01,01,02,02,0.0,44,7.0,1,0,,,0,00,53210,513405,55212,5611201,07,20,01,02,21,,,,,,, 999,,  99, 999,  14,  02, 999,02,
2009,5,2009-04,PR,4120804,412080,02,01,04,02,12.0,36,5.06,-1,0,,,0,00,13915,131305,80993,8599601,07,47,02,02,23,,,,,,, 999,,  99, 999,  07,  02, 999,01, 8
2009,5,2009-04,PR,4115804,411580,02,01,04,04,3.0,44,5.27,-1,0,,,0,00,99150,784205,36110,3101200,04,17,01,02,07,,,,,,, 999,,  99, 999,  05,  01, 999,20,
2009,5,2009-04,PR,4107108,410710,02,03,04,01,47.0,44,8.42,-1,0,,,0,00,64190,623110,01414,0151201,05,43,01,02,25,,,,,,, 999,,  99, 999,  15,  04, 999,11,
2009,5,2009-04,PR,4119905,411990,02,01,04,02,27.0,44,9.54,-1,0,,,0,00,90240,992115,50202,4520001,07,53,01,02,21,,,,,,, 999,,  99, 999,  17,  05, 999,05,
2009,5,2009-04,PR,4106902,410690,01,01,02,01,0.0,44,6.8,1,0,,,0,99,87440,724205,74993,8299799,07,26,01,02,19,,,,,,, 999,,  99, 999,  07,  02, 999,01, 8
2009,5,2009-04,PR,4101804,410180,02,01,04,06,8.0,40,4.86,-1,0,,,0,99,55215,514225,74993,8299799,07,23,02,02,19,,,,,,, 999,,  99, 999,  07,  02, 999,01, 8
2009,5,2009-04,PR,4119152,411915,01,01,02,01,0.0,44,7.1,1,0,,,0,00,55220,514320,26999,2399199,06,22,01,02,02,,,,,,, 999,,  99, 999,  07,  02, 999,01, 8
2010,7,2010-01,PE,2611606,261160,01,01,02,07,0.0,44,15.0,1,0,,,0,00,000-1,314110,45225,4211101,06,60,01,08,15,,,,,,, 999,,  99, 999,  99,, 999,99, 3
2010,7,2010-01,PE,2602902,260290,01,01,02,01,0.0,44,7.0,1,0,,,0,00,000-1,715615,29610,2861500,07,23,01,02,04,,,,,,, 999,,  99, 999,  99,, 999,99, 3
2010,7,2010-02,PE,2607208,260720,01,01,02,05,0.0,44,5.21,1,0,,,0,00,000-1,513205,52248,4723700,07,23,02,02,16,,,,,,, 999,,  99, 999,  99,, 999,99, 3
2010,7,2010-03,PE,2607901,260790,01,01,02,06,0.0,44,5.15,1,0,,,0,00,000-1,783215,90000,3811400,07,19,01,08,14,,,,,,, 999,,  99, 999,  99,, 999,99, 3
2010,7,2010-03,PE,2607901,260790,02,01,11,09,6.0,44,5.15,-1,0,,,0,00,000-1,514320,74500,7810800,07,29,02,08,19,,,,,,, 999,,  99, 999,  99,, 999,99, 3
2010,7,2010-03,PE,2611606,261160,01,01,02,09,0.0,44,7.93,1,0,,,0,00,000-1,223605,80314,8531700,09,26,02,08,23,,,,,,, 999,,  99, 999,  99,, 999,99, 3
2010,7,2010-03,PE,2611606,261160,01,01,02,01,0.0,44,5.1,1,0,,,0,00,000-1,513435,55247,5620101,05,19,02,08,13,,,,,,, 999,,  99, 999,  99,, 999,99, 3
2010,7,2010-04,PE,2611606,261160,01,01,02,04,0.0,44,7.17,1,0,,,0,00,000-1,724315,36137,3103900,06,25,01,02,07,,,,,,, 999,,  99, 999,  99,, 999,99, 3
2010,7,2010-04,PE,2611606,261160,01,01,01,06,0.0,20,0.0,1,0,,,0,00,000-1,422105,85111,8610101,07,18,01,02,22,,,,,,, 999,,  99, 999,  99,, 999,99, 3
2010,7,2010-04,PE,2609600,260960,01,01,02,06,0.0,44,5.52,1,0,,,0,00,000-1,517415,74500,7820500,02,34,01,02,19,,,,,,, 999,,  99, 999,  99,, 999,99, 3
2010,7,2010-05,PE,2601904,260190,01,01,02,04,0.0,44,5.2,1,0,,,0,00,000-1,512105,26417,2342702,02,25,01,08,02,,,,,,, 999,,  99, 999,  99,, 999,99,
2010,7,2010-05,PE,2601904,260190,01,01,02,03,0.0,44,6.27,1,0,,,0,00,000-1,848315,15814,1091100,03,24,01,08,13,,,,,,, 999,,  99, 999,  99,, 999,99,
2010,7,2010-05,PE,2612505,261250,01,03,02,01,0.0,44,5.54,1,0,,,0,00,000-1,717020,45500,4399103,05,25,01,02,15,,,,,,, 999,,  99, 999,  99,, 999,99,
2010,7,2010-05,PE,2611606,261160,01,01,02,03,0.0,44,5.5,1,0,,,0,00,000-1,715615,52450,4751200,06,22,01,08,16,,,,,,, 999,,  99, 999,  99,, 999,99, 3
2010,7,2010-06,PE,2611606,261160,01,01,02,01,0.0,44,5.3,1,0,,,0,00,000-1,519110,50105,4511102,07,29,01,08,16,,,,,,, 999,,  99, 999,  99,, 999,99, 3
2010,7,2010-06,PE,2604106,260410,01,01,01,06,0.0,44,5.1,1,0,,,0,00,000-1,414110,51390,4639702,07,20,01,02,17,,,,,,, 999,,  99, 999,  99,, 999,99,
2010,7,2010-06,PE,2608453,260845,02,01,06,05,5.0,44,6.24,-1,0,,,0,00,000-1,823315,26417,2342702,05,33,01,08,02,,,,,,, 999,,  99, 999,  99,, 999,99,
2010,7,2010-06,PE,2611606,261160,01,01,02,01,0.0,44,5.52,1,0,,,0,00,000-1,717020,45217,4120400,05,39,01,08,15,,,,,,, 999,,  99, 999,  99,, 999,99, 3
2010,7,2010-06,PE,2615300,261530,01,01,01,09,0.0,44,5.2,1,0,,,0,00,000-1,622110,15610,1071600,02,22,01,02,13,,,,,,, 999,,  99, 999,  99,, 999,99,
2010,7,2010-06,PE,2611606,261160,01,01,02,02,0.0,44,9.0,1,0,,,0,00,000-1,724315,52493,4789099,06,22,01,02,16,,,,,,, 999,,  99, 999,  99,, 999,99, 3
2010,7,2010-06,PE,2611606,261160,02,01,04,03,20.0,44,5.68,-1,0,,,0,00,000-1,717020,52442,4744099,05,45,01,02,16,,,,,,, 999,,  99, 999,  99,, 999,99, 3
2010,7,2010-06,PE,2611606,261160,01,03,02,01,0.0,44,5.52,1,0,,,0,00,000-1,717020,45217,4120400,03,56,01,08,15,,,,,,, 999,,  99, 999,  99,, 999,99, 3
2010,7,2010-06,PE,2607901,260790,01,01,02,02,0.0,44,5.1,1,0,,,0,00,000-1,760125,51594,4686902,07,29,01,08,17,,,,,,, 999,,  99, 999,  99,, 999,99, 3
2010,7,2010-06,PE,2603009,260300,01,01,01,04,0.0,44,5.1,1,0,,,0,00,000-1,413210,52434,4754701,08,18,02,02,16,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,1,2010-06,SC,4203204,420320,02,01,06,01,9.0,44,9.1,-1,0,,,0,00,97450,715110,45500,4330499,07,42,01,09,15,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,1,2010-09,SC,4207106,420710,02,01,06,02,8.0,44,6.6,-1,0,,,0,00,15290,261140,18112,1411801,07,28,02,09,11,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,1,2010-09,SC,4215075,421507,01,01,02,01,0.0,44,6.67,1,0,,,0,00,39310,411005,80993,8599601,07,21,01,02,23,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,1,2010-10,SC,4209300,420930,01,01,02,02,0.0,44,7.0,1,0,,,0,00,93120,716610,45500,4330404,07,19,01,09,15,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,1,2010-10,SC,4208500,420850,02,03,04,01,3.0,44,0.0,-1,0,,,0,00,63310,622315,01198,0119999,03,20,01,02,25,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,1,2010-11,SC,4215505,421550,01,01,01,05,0.0,44,6.13,1,0,,,0,00,39410,422105,60267,4930201,07,23,02,02,20,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,1,2010-12,SC,4211900,421190,02,01,05,05,3.0,44,7.48,-1,0,,,0,00,95932,717020,45292,4299599,07,31,01,09,15,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,1,2010-12,SC,4219200,421920,02,03,11,01,1.0,44,6.2,-1,0,,,0,00,63690,622805,01210,0119904,07,27,01,02,25,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,1,2010-12,SC,4218707,421870,02,01,06,05,2.0,36,8.81,-1,0,,,0,00,45130,521110,52329,4781400,07,26,02,02,16,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,1,2010-12,SC,4202404,420240,02,01,04,01,23.0,44,6.8,-1,0,,,0,00,39310,411005,74993,8299799,08,22,02,08,19,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,1,2010-12,SC,4210308,421030,02,03,06,04,2.0,44,5.87,-1,0,,,0,00,63950,622020,01210,0121101,03,23,01,09,25,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,1,2010-12,SC,4203006,420300,02,01,06,04,3.0,44,6.3,-1,0,,,0,00,79510,763210,18120,1412602,05,25,02,02,11,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,1,2010-12,SC,4219507,421950,02,01,04,06,9.0,44,6.34,-1,0,,,0,00,95932,717020,45217,4120400,07,23,01,09,15,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,1,2010-12,SC,4204509,420450,02,01,11,07,11.0,20,6.01,-1,0,,,0,00,14290,331205,75116,8411600,09,48,02,02,24,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,1,2010-12,SC,4218202,421820,02,01,04,04,20.0,44,7.0,-1,0,,,0,00,75685,761815,74993,8299799,03,22,02,02,19,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,1,2010-12,SC,4219705,421970,02,01,05,09,16.0,44,6.5,-1,0,,,0,00,64320,623305,15121,1012101,03,28,02,02,13,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,1,2010-12,SC,4207106,420710,01,01,02,04,0.0,44,6.16,1,0,,,0,00,79190,763015,18112,1411801,05,25,02,02,11,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,1,2010-12,SC,4207106,420710,01,01,02,04,0.0,44,9.0,1,0,,,0,00,79510,763210,18112,1411801,05,17,02,02,11,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,1,2010-12,SC,4207106,420710,01,01,02,06,0.0,44,6.05,1,0,,,0,00,95932,717020,45500,4330499,05,30,01,02,15,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,1,2010-12,SC,4207106,420710,02,01,06,04,3.0,44,6.5,-1,0,,,0,00,45130,521110,18112,1411801,06,17,02,09,11,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,1,2010-12,SC,4208955,420895,01,01,01,01,0.0,44,5.1,1,0,,,0,00,99150,784205,74993,8299799,07,36,01,02,19,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,1,2010-12,SC,4202008,420200,01,01,02,03,0.0,44,6.75,1,0,,,0,00,53110,513205,55220,5611203,07,16,01,02,21,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,1,2010-12,SC,4209102,420910,02,01,04,01,54.0,44,8.11,-1,0,,,0,00,87210,724315,50300,4530703,05,31,01,02,16,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,1,2010-12,SC,4203006,420300,02,01,06,01,4.0,44,8.52,-1,0,,,0,00,45130,521110,52329,4781400,07,35,02,02,16,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,4,2010-06,AP,1600600,160060,01,01,02,02,0.0,44,5.1,1,0,,,0,00,39410,422105,55131,5510803,07,36,02,08,21,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,4,2010-06,AP,1600303,160030,01,01,01,01,0.0,44,5.25,1,0,,,0,00,55220,514320,52116,4711301,06,23,01,08,16,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,4,2010-09,AP,1600303,160030,02,01,06,02,15.0,44,5.1,-1,0,,,0,00,43220,354145,52442,4744099,07,28,01,08,16,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,4,2010-12,AP,1600303,160030,02,01,04,01,16.0,44,5.1,-1,0,,,0,00,53110,513205,15210,1031700,07,38,02,08,13,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,4,2011-02,AP,1600303,160030,01,01,01,01,0.0,44,5.25,1,0,,,0,00,55220,514320,52116,4711301,06,38,01,08,16,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,4,2011-03,AP,1600303,160030,02,01,04,01,24.0,44,5.72,-1,0,,,0,00,45130,521110,52493,4789099,05,20,01,08,16,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,4,2011-03,AP,1600303,160030,02,01,04,06,9.0,44,8.0,-1,0,,,0,00,95410,715505,45314,4221902,07,37,01,08,15,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,9,2011-02,RN,2408102,240810,01,01,02,01,0.0,44,5.4,1,0,,,0,00,95920,514325,74500,7820500,05,19,01,08,19,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,9,2011-04,RN,2408102,240810,01,01,02,02,0.0,44,5.75,1,0,,,0,00,55220,514320,63401,5250805,02,39,02,08,19,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,9,2011-08,RN,2407104,240710,01,01,02,01,0.0,44,12.0,1,0,,,0,00,45130,521110,25291,2229301,07,37,02,09,10,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,9,2011-08,RN,2408102,240810,01,01,02,01,0.0,44,5.85,1,0,,,0,00,39310,411005,71404,7721700,07,53,02,08,21,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,9,2011-08,RN,2414001,241400,01,01,01,03,0.0,44,5.56,1,0,,,0,00,53210,513405,55212,5611201,07,33,02,02,21,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,9,2011-08,RN,2408102,240810,01,01,02,01,0.0,44,5.52,1,0,,,0,00,95932,717020,45217,4120400,05,20,01,02,15,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,9,2011-08,RN,2409902,240990,01,01,02,01,0.0,44,11.0,1,0,,,0,00,70183,710205,45217,4120400,03,42,01,09,15,,,,,,, 999,,  99, 999,  99,, 999,99,
2010,6,2009-08,BA,2933307,293330,02,01,04,01,32.0,44,4.65,-1,0,,,0,00,45130,521110,50300,4530703,03,18,01,01,16,,,,,,, 999,,  99, 999,  99,, 999,99,
2010,6,2009-08,BA,2927408,292740,01,01,25,09,0.0,44,4.73,1,0,,,0,00,55215,514225,74705,8121400,07,47,02,09,21,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2009-08,BA,2927408,292740,01,01,25,09,0.0,44,4.73,1,0,,,0,00,55215,514225,74705,8121400,07,46,02,09,21,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2009-09,BA,2929503,292950,02,01,11,06,11.0,44,9.97,-1,0,,,0,00,95110,715210,45250,4399102,06,40,01,02,15,,,,,,, 999,,  99, 999,  99,, 999,99,
2010,6,2009-09,BA,2927408,292740,01,01,01,04,0.0,44,10.0,1,0,,,0,00,39310,411005,51543,4684299,08,23,01,09,17,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2009-10,BA,2914604,291460,01,01,02,02,0.0,44,15.3,1,0,,,0,00,24330,142305,52493,4789099,05,50,01,08,16,,,,,,, 999,,  99, 999,  99,, 999,99,
2010,6,2009-11,BA,2927408,292740,01,01,01,01,0.0,44,9.13,1,0,,,0,00,95120,715230,45217,4120400,06,40,01,08,15,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2009-11,BA,2927408,292740,01,01,01,01,0.0,44,5.35,1,0,,,0,00,95932,717020,45217,4120400,05,21,01,08,15,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2009-11,BA,2919207,291920,01,01,02,06,0.0,44,9.13,1,0,,,0,00,95410,715505,45497,4329199,06,55,01,08,15,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2009-12,BA,2919207,291920,01,01,02,08,0.0,44,4.73,1,0,,,0,00,95932,717020,74705,8121400,03,50,02,08,21,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2009-12,BA,2919207,291920,01,01,02,08,0.0,44,4.73,1,0,,,0,00,95932,717020,74705,8121400,04,21,02,08,21,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2010-01,BA,2927408,292740,02,03,04,07,12.0,44,5.39,-1,0,,,0,00,000-1,717020,45217,4120400,07,45,01,08,15,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2010-02,BA,2910800,291080,02,01,11,06,6.0,44,5.31,-1,0,,,0,00,000-1,517410,74500,7810800,07,29,01,08,19,,,,,,, 999,,  99, 999,  99,, 999,99,
2010,6,2010-02,BA,2927408,292740,01,03,02,05,0.0,44,5.1,1,0,,,0,00,000-1,717020,74209,7112000,04,19,01,09,19,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2010-02,BA,2927408,292740,02,03,06,05,10.0,44,8.3,-1,0,,,0,00,000-1,715505,74209,7112000,04,25,01,09,19,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2010-03,BA,2905701,290570,01,01,02,01,0.0,44,5.62,1,0,,,0,00,000-1,521110,52132,4712100,07,22,02,08,16,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2010-04,BA,2930709,293070,01,01,02,05,0.0,44,5.5,1,0,,,0,00,000-1,411005,25216,2221800,04,33,01,08,10,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2010-04,BA,2903409,290340,01,01,02,05,0.0,44,5.05,1,0,,,0,00,000-1,723310,45500,4330401,05,38,01,08,15,,,,,,, 999,,  99, 999,  99,, 999,99,
2010,6,2010-04,BA,2927408,292740,01,01,02,06,0.0,44,5.1,1,0,,,0,00,000-1,517420,45292,4299599,03,46,01,02,15,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2010-04,BA,2927408,292740,01,01,02,03,0.0,44,5.73,1,0,,,0,00,000-1,521110,52442,4744099,07,30,02,09,16,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2010-04,BA,2910727,291072,01,01,02,05,0.0,44,5.1,1,0,,,0,00,000-1,514215,45217,4399101,02,64,01,04,15,,,,,,, 999,,  99, 999,  99,, 999,99,
2010,6,2010-04,BA,2919207,291920,01,01,02,03,0.0,44,6.0,1,0,,,0,00,000-1,411005,74993,8219999,08,21,02,08,19,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2010-04,BA,2903201,290320,02,01,06,06,12.0,44,9.47,-1,0,,,0,00,000-1,782410,60240,4922102,07,28,01,02,20,,,,,,, 999,,  99, 999,  99,, 999,99,
2010,6,2010-05,BA,2910800,291080,01,01,02,06,0.0,44,5.2,1,0,,,0,00,000-1,517420,74500,7810800,07,28,01,08,19,,,,,,, 999,,  99, 999,  99,, 999,99,
2010,6,2010-05,BA,2900702,290070,01,01,02,01,0.0,44,8.13,1,0,,,0,00,000-1,782410,60232,4921301,07,47,01,04,20,,,,,,, 999,,  99, 999,  99,, 999,99,
2010,6,2010-05,BA,2917508,291750,02,01,04,01,3.0,44,8.05,-1,0,,,0,00,000-1,715210,52477,4784900,03,35,01,08,16,,,,,,, 999,,  99, 999,  99,, 999,99,
2010,6,2010-05,BA,2931350,293135,01,03,02,01,0.0,44,5.1,1,0,,,0,00,000-1,622610,01414,0151201,02,43,02,02,25,,,,,,, 999,,  99, 999,  99,, 999,99,
2010,6,2010-05,BA,2903201,290320,01,03,02,06,0.0,44,6.52,1,0,,,0,00,000-1,622020,01120,0112101,01,31,01,08,25,,,,,,, 999,,  99, 999,  99,, 999,99,
2010,6,2010-05,BA,2927408,292740,02,01,04,07,12.0,44,5.3,-1,0,,,0,00,000-1,717020,74705,8121400,07,54,02,09,21,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2010-05,BA,2927408,292740,02,01,04,06,20.0,44,5.1,-1,0,,,0,00,000-1,514205,45292,4299599,04,28,01,02,15,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2010-05,BA,2927408,292740,02,01,04,09,5.0,44,5.35,-1,0,,,0,00,000-1,717020,45217,4120400,07,33,02,09,15,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2010-05,BA,2927408,292740,01,01,01,09,0.0,44,5.35,1,0,,,0,00,000-1,717020,45217,4120400,05,22,01,09,15,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2010-05,BA,2927408,292740,01,01,02,09,0.0,44,40.0,1,0,,,0,00,000-1,710205,45217,4120400,06,46,01,09,15,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2010-05,BA,2927408,292740,02,01,04,09,5.0,44,5.9,-1,0,,,0,00,000-1,717020,45217,4120400,07,26,01,09,15,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2010-05,BA,2927408,292740,01,01,02,02,0.0,44,5.8,1,0,,,0,00,000-1,763325,93017,9601701,07,31,02,08,21,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2010-05,BA,2927408,292740,01,01,01,02,0.0,44,5.22,1,0,,,0,00,000-1,516340,55212,5611201,07,21,02,02,21,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2010-05,BA,2927408,292740,01,03,02,06,0.0,44,10.88,1,0,,,0,00,000-1,715210,70106,4110700,07,43,01,02,19,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2010-05,BA,2927408,292740,01,01,02,01,0.0,44,5.32,1,0,,,0,00,000-1,717020,71323,7732201,05,23,02,08,19,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2010-05,BA,2919207,291920,02,01,04,07,13.0,44,11.22,-1,0,,,0,00,000-1,517330,74608,8011101,05,38,01,08,21,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2010-05,BA,2923001,292300,01,01,02,06,0.0,44,5.41,1,0,,,0,00,000-1,632125,01619,0161099,07,28,01,02,25,,,,,,, 999,,  99, 999,  99,, 999,99,
2010,6,2010-05,BA,2927408,292740,01,01,02,04,0.0,44,58.91,1,0,,,0,00,000-1,252205,45217,4120400,09,63,01,02,15,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2010-05,BA,2927408,292740,01,01,02,02,0.0,44,8.0,1,0,,,0,00,000-1,782705,74209,7112000,07,27,01,08,19,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2010,6,2010-05,BA,2927408,292740,01,03,02,01,0.0,44,5.68,1,0,,,0,00,000-1,724110,45411,4321500,05,39,01,08,15,,,,,,, 999,,  99, 999,  99,, 999,99, 4
2012,9,2012-02,RN,2408102,240810,01,01,02,04,0.0,44,6.3,1,0,,,0,00,95932,717020,45128,4391600,02,33,01,04,15,,,,,,, 999,,  99, 999,  99,, 999,99,
2012,9,2012-04,RN,2408102,240810,01,01,02,03,0.0,44,6.22,1,0,,,0,00,57275,515215,50202,4520002,07,26,02,08,21,,,,,,, 999,,  99, 999,  99,, 999,99,
2012,9,2012-06,RN,2409902,240990,02,01,06,01,4.0,44,6.22,-1,0,,,0,00,95920,514325,05126,0321302,07,32,01,09,25,,,,,,, 999,,  99, 999,  99,, 999,99,
2012,9,2012-06,RN,2408102,240810,02,01,06,03,5.0,44,8.7,-1,0,,,0,00,93960,991315,50202,4520002,06,36,01,08,21,,,,,,, 999,,  99, 999,  99,, 999,99,
2012,9,2012-07,RN,2408102,240810,01,01,02,03,0.0,44,8.0,1,0,,,0,00,39325,354125,52418,4772500,07,18,02,09,16,,,,,,, 999,,  99, 999,  99,, 999,99,
2012,9,2012-08,RN,2408904,240890,01,01,02,04,0.0,44,6.3,1,0,,,0,00,79510,763210,18120,1412601,07,22,01,02,11,,,,,,, 999,,  99, 999,  99,, 999,99,
2012,9,2012-08,RN,2408201,240820,01,01,02,03,0.0,44,7.06,1,0,,,0,00,54050,513315,63304,7990200,07,20,02,02,19,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,12,2011-06,MS,5003108,500310,02,01,06,06,11.0,44,7.11,-1,0,,,0,00,55215,514225,74705,8121400,07,22,01,09,21,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,12,2011-08,MS,5008305,500830,01,01,02,07,0.0,44,8.76,1,0,,,0,00,93120,716610,74209,7112000,05,40,01,08,19,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,12,2011-09,MS,5008305,500830,02,03,06,02,4.0,44,7.0,-1,0,,,0,00,62105,621005,01414,0151201,04,33,01,08,25,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,12,2011-09,MS,5002704,500270,01,01,02,02,0.0,44,6.47,1,0,,,0,00,39310,411005,74918,7420004,07,35,01,02,21,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,12,2011-10,MS,5004601,500460,01,01,02,08,0.0,44,6.0,1,0,,,0,00,99150,784205,15121,1012101,02,20,01,08,13,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,12,2011-11,MS,5002704,500270,02,01,04,01,2.0,44,9.08,-1,0,,,0,00,95110,715210,45217,4120400,07,59,01,02,15,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,12,2011-11,MS,5001102,500110,01,01,02,01,0.0,44,6.5,1,0,,,0,00,45130,521110,52213,4721102,02,47,01,08,16,,,,,,, 999,,  99, 999,  99,, 999,99,
2011,12,2011-11,MS,5004601,500460,02,01,06,08,4.0,44,6.0,-1,0,,,0,00,99150,784205,15121,1012101,02,33,02,08,13,,,,,,, 999,,  99, 999,  99,, 999,99,
