ano,mes,sigla_uf,id_municipio,id_municipio_6,admitidos_desligados,tipo_estabelecimento,tipo_movimentacao_desagregado,faixa_emprego_inicio_janeiro,tempo_emprego,quantidade_horas_contratadas,salario_mensal,saldo_movimentacao,indicador_aprendiz,indicador_trabalho_intermitente,indicador_trabalho_parcial,indicador_portador_deficiencia,tipo_deficiencia,cbo_2002,cnae_1,cnae_2,cnae_2_subclasse,grau_instrucao,idade,sexo,raca_cor,subsetor_ibge,bairros_sp,bairros_fortaleza,bairros_rj,distritos_sp,regiao_administrativas_df,regiao_administrativas_rj,regiao_administrativas_sp,regiao_corede,regiao_corede_04,regiao_gov_sp,regiao_senac_pr,regiao_senai_pr,regiao_senai_sp,subregiao_senai_pr
2011,11,MA,2111300,211130,01,03,02,01,0.0,44,642.0,1,0,,,0,00,715505,45217,41204,4120400,04,27,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2011,11,MA,2101400,210140,01,01,02,01,0.0,44,650.0,1,0,,,0,00,412205,01619,01610,0161003,03,36,01,08,25,,,,,0000,,999,,99,999,99,,999,99
2011,9,RN,2408003,240800,02,01,04,07,1.0,44,599.0,-1,0,,,0,00,717020,45233,42120,4212000,06,25,01,09,15,,,,,0000,,999,,99,999,99,,999,99
2011,9,RN,2408102,240810,01,01,02,01,0.0,44,545.0,1,0,,,0,00,410105,74403,73190,7319002,07,20,01,02,19,,,,,0000,,999,,99,999,99,,999,99
2011,9,RN,2407104,240710,02,01,04,04,7.0,44,1266.0,-1,0,,,0,00,521110,52310,47555,4755503,07,18,01,08,16,,,,,0000,,999,,99,999,99,,999,99
2011,9,RN,2408102,240810,01,01,02,06,0.0,44,610.0,1,0,,,0,00,513415,55131,55108,5510801,07,37,02,08,21,,,,,0000,,999,,99,999,99,,999,99
2011,9,RN,2402600,240260,01,01,02,01,0.0,44,615.0,1,0,,,0,00,620105,01139,01130,0113000,03,44,01,08,25,,,,,0000,,999,,99,999,99,,999,99
2011,9,RN,2402600,240260,01,01,02,01,0.0,44,554.0,1,0,,,0,00,622110,01139,01130,0113000,03,28,01,04,25,,,,,0000,,999,,99,999,99,,999,99
2011,9,RN,2408102,240810,02,01,06,04,3.0,44,555.0,-1,0,,,0,00,521110,52132,47121,4712100,07,23,01,08,16,,,,,0000,,999,,99,999,99,,999,99
2011,9,RN,2408102,240810,02,01,04,06,93.0,44,737.0,-1,0,,,0,00,716610,55131,55108,5510801,03,36,01,08,21,,,,,0000,,999,,99,999,99,,999,99
2011,9,RN,2405702,240570,02,01,04,03,3.0,44,545.0,-1,0,,,0,00,717020,45136,43193,4319300,04,33,01,09,15,,,,,0000,,999,,99,999,99,,999,99
2011,6,RO,1100023,110002,02,01,04,04,13.0,44,700.0,-1,0,,,0,00,821415,51535,46711,4671100,07,19,01,09,17,,,,,0000,,999,,99,999,99,,999,99
2011,6,RO,1100023,110002,01,01,02,05,0.0,44,650.0,1,0,,,0,00,782510,15563,10660,1066000,07,23,01,09,13,,,,,0000,,999,,99,999,99,,999,99
2011,6,RO,1100205,110020,02,01,04,04,32.0,44,716.0,-1,0,,,0,00,783225,61220,50211,5021102,05,35,01,08,20,,,,,0000,,999,,99,999,99,,999,99
2011,6,RO,1100023,110002,01,01,02,04,0.0,44,667.0,1,0,,,0,00,773325,20109,16102,1610201,07,30,01,08, 7,,,,,0000,,999,,99,999,99,,999,99
2011,6,RO,1100023,110002,02,01,04,03,10.0,44,588.0,-1,0,,,0,00,421125,52132,47121,4712100,07,29,02,09,16,,,,,0000,,999,,99,999,99,,999,99
2011,6,RO,1100205,110020,01,01,02,01,0.0,44,750.0,1,0,,,0,00,715305,45500,43304,4330404,05,37,02,09,15,,,,,0000,,999,,99,999,99,,999,99
2011,6,RO,1101401,110140,02,01,04,03,45.0,44,583.0,-1,0,,,0,00,514120,13242,07243,0724301,07,35,01,04, 1,,,,,0000,,999,,99,999,99,,999,99
2011,6,RO,1100205,110020,01,01,02,04,0.0,44,590.0,1,0,,,0,00,414110,52442,47440,4744099,05,20,01,08,16,,,,,0000,,999,,99,999,99,,999,99
