ano,mes,sigla_uf,id_municipio,id_municipio_6,admitidos_desligados,tipo_estabelecimento,tipo_movimentacao_desagregado,faixa_emprego_inicio_janeiro,tempo_emprego,quantidade_horas_contratadas,salario_mensal,saldo_movimentacao,indicador_aprendiz,indicador_trabalho_intermitente,indicador_trabalho_parcial,indicador_portador_deficiencia,tipo_deficiencia,cbo_2002,cnae_1,cnae_2,cnae_2_subclasse,grau_instrucao,idade,sexo,raca_cor,subsetor_ibge,bairros_sp,bairros_fortaleza,bairros_rj,distritos_sp,regiao_administrativas_df,regiao_administrativas_rj,regiao_administrativas_sp,regiao_corede,regiao_corede_04,regiao_gov_sp,regiao_senac_pr,regiao_senai_pr,regiao_senai_sp,subregiao_senai_pr
2010,3,RO,1100205,110020,02,01,04,09,4.0,44,1485.0,-1,0,,,0,00,782115,45314,42219,4221901,07,45,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,3,RO,1100304,110030,02,01,11,02,2.0,44,510.0,-1,0,,,0,00,421315,52418,47717,4771701,07,21,01,08,16,,,,,0000,,999,,99,999,99,,999,99
2010,3,RO,1100122,110012,02,01,06,05,7.0,44,510.0,-1,0,,,0,00,513205,45225,42111,4211101,02,37,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,3,RO,1100130,110013,02,01,04,01,8.0,44,510.0,-1,0,,,0,00,513435,55212,56112,5611201,04,38,02,08,21,,,,,0000,,999,,99,999,99,,999,99
2010,3,RO,1100205,110020,01,01,01,03,0.0,44,675.0,1,0,,,0,00,421125,52329,47814,4781400,07,24,01,08,16,,,,,0000,,999,,99,999,99,,999,99
2010,3,RO,1100205,110020,01,01,01,05,0.0,44,510.0,1,0,,,0,00,513425,55212,56112,5611201,04,30,02,08,21,,,,,0000,,999,,99,999,99,,999,99
2010,3,RO,1100049,110004,01,01,02,03,0.0,36,510.0,1,0,,,0,00,514120,55212,56112,5611201,07,21,02,02,21,,,,,0000,,999,,99,999,99,,999,99
2010,3,RO,1100205,110020,02,01,06,06,0.0,44,510.0,-1,0,,,0,00,411010,85111,86101,8610101,07,37,02,08,22,,,,,0000,,999,,99,999,99,,999,99
2010,8,PB,2503704,250370,01,01,02,01,0.0,43,1399.0,1,0,,,0,00,715115,45292,42995,4299599,05,39,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,8,PB,2507705,250770,01,01,01,01,0.0,44,550.0,1,0,,,0,00,521105,51390,46397,4639701,07,33,02,08,17,,,,,0000,,999,,99,999,99,,999,99
2010,8,PB,2504009,250400,01,01,01,01,0.0,44,517.0,1,0,,,0,00,511110,55212,56112,5611201,07,22,01,02,21,,,,,0000,,999,,99,999,99,,999,99
2010,8,PB,2503704,250370,01,01,02,01,0.0,44,700.0,1,0,,,0,00,411010,50415,45412,4541203,09,26,02,08,16,,,,,0000,,999,,99,999,99,,999,99
2010,8,PB,2500601,250060,02,01,04,07,62.0,44,1225.0,-1,0,,,0,00,252210,17213,13111,1311100,08,35,02,09,11,,,,,0000,,999,,99,999,99,,999,99
2010,8,PB,2500601,250060,01,01,01,07,0.0,44,510.0,1,0,,,0,00,761205,17213,13111,1311100,07,21,02,08,11,,,,,0000,,999,,99,999,99,,999,99
2010,8,PB,2507507,250750,01,01,01,06,0.0,36,490.0,1,0,,,0,00,421125,52124,47113,4711302,07,31,01,08,16,,,,,0000,,999,,99,999,99,,999,99
2010,8,PB,2516300,251630,01,01,02,03,0.0,44,700.0,1,0,,,0,00,715210,45217,41204,4120400,02,59,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,8,PB,2516300,251630,01,01,02,03,0.0,44,1000.0,1,0,,,0,00,351605,45217,41204,4120400,07,27,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,8,PB,2511202,251120,01,01,02,09,0.0,44,518.0,1,0,,,0,00,622110,23400,19314,1931400,02,52,01,08,13,,,,,0000,,999,,99,999,99,,999,99
2010,8,PB,2511202,251120,01,01,02,09,0.0,44,713.0,1,0,,,0,00,391210,23400,19314,1931400,07,32,02,08,13,,,,,0000,,999,,99,999,99,,999,99
2010,8,PB,2511202,251120,01,01,02,09,0.0,44,518.0,1,0,,,0,00,622110,23400,19314,1931400,06,25,01,08,13,,,,,0000,,999,,99,999,99,,999,99
2010,8,PB,2511202,251120,01,01,02,09,0.0,44,518.0,1,0,,,0,00,622110,23400,19314,1931400,01,56,01,08,13,,,,,0000,,999,,99,999,99,,999,99
2010,8,PB,2511202,251120,01,01,02,09,0.0,44,795.0,1,0,,,0,00,620105,23400,19314,1931400,05,29,01,08,13,,,,,0000,,999,,99,999,99,,999,99
2010,8,PB,2507507,250750,02,01,04,04,42.0,44,2500.0,-1,0,,,0,00,141205,15822,10929,1092900,05,37,01,08,13,,,,,0000,,999,,99,999,99,,999,99
2010,8,PB,2507507,250750,01,01,02,06,0.0,44,600.0,1,0,,,0,00,521115,51918,46931,4693100,07,26,01,02,17,,,,,0000,,999,,99,999,99,,999,99
2010,8,PB,2515302,251530,01,01,01,09,0.0,44,518.0,1,0,,,0,00,622110,01139,01130,0113000,02,33,01,02,25,,,,,0000,,999,,99,999,99,,999,99
2010,8,PB,2515302,251530,01,01,01,09,0.0,44,518.0,1,0,,,0,00,622110,01139,01130,0113000,01,22,01,02,25,,,,,0000,,999,,99,999,99,,999,99
2010,8,PB,2507507,250750,02,01,04,07,11.0,44,600.0,-1,0,,,0,00,783210,51918,46931,4693100,06,26,01,02,17,,,,,0000,,999,,99,999,99,,999,99
2010,8,PB,2507507,250750,01,01,01,06,0.0,44,618.0,1,0,,,0,00,411010,52116,47113,4711301,07,38,01,08,16,,,,,0000,,999,,99,999,99,,999,99
2010,8,PB,2500403,250040,01,01,01,07,0.0,44,510.0,1,0,,,0,00,784105,19399,15394,1539400,05,22,01,08,12,,,,,0000,,999,,99,999,99,,999,99
2010,8,PB,2507507,250750,02,01,04,07,6.0,44,2373.0,-1,0,,,0,00,710205,45233,42120,4212000,02,40,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,8,PB,2507507,250750,02,01,04,06,14.0,44,510.0,-1,0,,,0,00,717020,45500,43991,4399103,03,24,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,8,PB,2507507,250750,01,01,02,02,0.0,44,1222.0,1,0,,,0,00,411010,65595,64913,6491300,09,27,02,08,18,,,,,0000,,999,,99,999,99,,999,99
2010,10,RO,1100023,110002,01,01,01,05,0.0,44,567.0,1,0,,,0,00,784205,15822,10929,1092900,05,18,02,09,13,,,,,0000,,999,,99,999,99,,999,99
2010,10,RO,1100023,110002,02,01,06,05,22.0,44,946.0,-1,0,,,0,00,421125,50415,45412,4541204,07,19,02,08,16,,,,,0000,,999,,99,999,99,,999,99
2010,10,RO,1100064,110006,01,01,02,01,0.0,44,510.0,1,0,,,0,00,848510,52299,47296,4729699,04,20,01,02,16,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2111300,211130,01,01,02,06,0.0,36,599.0,1,0,,,0,00,411005,91995,94308,9430800,04,43,01,02,21,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2111300,211130,01,01,02,06,0.0,36,532.0,1,0,,,0,00,513205,91995,94308,9430800,07,26,01,02,21,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2100055,210005,02,01,04,08,37.0,36,712.0,-1,0,,,0,00,632610,02135,02306,0230600,02,26,01,08,25,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2100055,210005,02,01,04,08,11.0,44,585.0,-1,0,,,0,00,632605,02135,02306,0230600,02,45,01,08,25,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2100055,210005,01,01,02,08,0.0,44,531.0,1,0,,,0,00,823305,02135,02306,0230600,03,28,01,08,25,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2111300,211130,01,01,02,02,0.0,44,561.0,1,0,,,0,00,411005,52132,47121,4712100,07,22,01,06,16,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2111300,211130,02,01,04,02,1.0,44,689.0,-1,0,,,0,00,521135,50504,47318,4731800,07,25,01,09,16,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2111300,211130,01,01,02,01,0.0,44,738.0,1,0,,,0,00,782310,51390,46397,4639701,07,30,01,08,17,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2111300,211130,02,01,04,05,14.0,44,816.0,-1,0,,,0,00,513215,75124,84124,8412400,07,25,01,08,24,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2111300,211130,01,01,02,06,0.0,44,590.0,1,0,,,0,00,517410,74500,78108,7810800,07,30,01,08,19,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2111300,211130,01,01,01,06,0.0,44,520.0,1,0,,,0,00,514225,74500,78108,7810800,07,21,01,08,19,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2109908,210990,02,01,11,03,4.0,44,522.0,-1,0,,,0,00,422105,50105,45111,4511102,09,29,02,09,16,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2111300,211130,01,01,02,01,0.0,44,588.0,1,0,,,0,00,513405,55212,56112,5611201,07,29,01,08,21,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2101400,210140,02,01,04,01,11.0,44,766.0,-1,0,,,0,00,716610,45500,43991,4399103,05,25,01,09,15,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2111300,211130,01,01,02,01,0.0,44,1531.0,1,0,,,0,00,223405,51187,46184,4618402,09,39,01,08,19,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2105302,210530,01,01,02,02,0.0,44,1224.0,1,0,,,0,00,782205,55131,55108,5510801,06,33,01,08,21,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2111300,211130,01,01,01,01,0.0,36,619.0,1,0,,,0,00,422310,74993,82202,8220200,07,20,02,08,19,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2112001,211200,02,01,11,07,3.0,44,913.0,-1,0,,,0,00,514225,01120,01121,0112101,01,50,01,08,25,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2104057,210405,02,01,06,01,1.0,44,526.0,-1,0,,,0,00,717020,45217,41204,4120400,02,31,01,02,15,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2111300,211130,01,01,02,01,0.0,44,556.0,1,0,,,0,00,717020,45233,42120,4212000,07,21,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2111300,211130,01,01,02,06,0.0,44,728.0,1,0,,,0,00,715315,45233,42120,4212000,07,52,01,02,15,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2111300,211130,01,01,02,06,0.0,44,530.0,1,0,,,0,00,717020,45233,42120,4212000,05,23,01,04,15,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2111300,211130,01,01,02,01,0.0,44,556.0,1,0,,,0,00,717020,45233,42120,4212000,04,49,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2104800,210480,02,01,04,01,8.0,44,531.0,-1,0,,,0,00,632605,02127,02209,0220902,02,32,01,08,25,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2111300,211130,01,01,01,07,0.0,44,661.0,1,0,,,0,00,414110,51390,46397,4639701,07,18,01,08,17,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2111300,211130,01,01,02,09,0.0,44,7411.0,1,0,,,0,00,214705,60100,49116,4911600,09,38,02,02,20,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2105500,210550,02,01,04,05,13.0,44,545.0,-1,0,,,0,00,773510,36110,31012,3101200,04,25,01,04, 7,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2111300,211130,01,01,01,03,0.0,44,568.0,1,0,,,0,00,422205,91995,94995,9499500,07,19,02,02,21,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2111300,211130,02,01,04,01,388.0,40,4386.0,-1,0,,,0,00,261615,60100,49116,4911600,09,55,02,02,20,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2111300,211130,02,01,04,01,7.0,44,728.0,-1,0,,,0,00,715525,45136,43134,4313400,03,55,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,10,MA,2111300,211130,01,01,02,06,0.0,44,794.0,1,0,,,0,00,715210,45217,41204,4120400,07,56,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,7,AM,1302603,130260,01,01,02,01,0.0,44,571.0,1,0,,,0,00,717020,45217,43991,4399101,04,53,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,7,AM,1302603,130260,01,01,02,09,0.0,44,709.0,1,0,,,0,00,731150,32301,26400,2640000,07,18,01,08, 5,,,,,0000,,999,,99,999,99,,999,99
2010,7,AM,1302603,130260,02,01,11,06,3.0,44,525.0,-1,0,,,0,00,421125,51918,46931,4693100,07,27,02,08,17,,,,,0000,,999,,99,999,99,,999,99
2010,7,AM,1302603,130260,02,01,04,08,3.0,44,1162.0,-1,0,,,0,00,514205,90000,38114,3811400,05,26,01,02,14,,,,,0000,,999,,99,999,99,,999,99
2010,7,AM,1302603,130260,01,01,01,09,0.0,44,1796.0,1,0,,,0,00,313105,28410,25411,2541100,08,26,01,08, 3,,,,,0000,,999,,99,999,99,,999,99
2010,7,AM,1302603,130260,02,01,05,09,144.0,44,654.0,-1,0,,,0,00,517330,74608,80111,8011101,05,44,01,08,21,,,,,0000,,999,,99,999,99,,999,99
2010,7,AM,1302603,130260,02,01,11,05,2.0,44,510.0,-1,0,,,0,00,783225,74500,78205,7820500,06,28,01,08,19,,,,,0000,,999,,99,999,99,,999,99
2010,7,AM,1302603,130260,01,01,02,06,0.0,44,534.0,1,0,,,0,00,782130,51535,46729,4672900,07,28,01,08,17,,,,,0000,,999,,99,999,99,,999,99
2010,7,AM,1302603,130260,01,01,02,06,0.0,44,550.0,1,0,,,0,00,517420,55190,55906,5590603,07,29,01,08,21,,,,,0000,,999,,99,999,99,,999,99
2010,7,AM,1302603,130260,01,01,02,04,0.0,44,517.0,1,0,,,0,00,783225,51390,46397,4639701,06,27,01,09,17,,,,,0000,,999,,99,999,99,,999,99
2010,7,AM,1302603,130260,01,01,01,01,0.0,20,510.0,1,1,,,0,00,911305,32301,26400,2640000,06,15,01,08, 5,,,,,0000,,999,,99,999,99,,999,99
2010,7,AM,1302603,130260,02,01,11,09,1.0,44,521.0,-1,0,,,0,00,731150,74500,78205,7820500,07,37,02,08,19,,,,,0000,,999,,99,999,99,,999,99
2010,7,AM,1302603,130260,02,01,11,08,2.0,44,1095.0,-1,0,,,0,00,391205,74500,78205,7820500,07,42,02,08,19,,,,,0000,,999,,99,999,99,,999,99
2010,7,AM,1302603,130260,02,01,11,09,0.0,44,550.0,-1,0,,,0,00,513425,74500,78205,7820500,06,44,02,08,19,,,,,0000,,999,,99,999,99,,999,99
2010,7,AM,1302603,130260,02,01,04,08,12.0,44,632.0,-1,0,,,0,00,732110,45330,42219,4221904,05,36,01,02,15,,,,,0000,,999,,99,999,99,,999,99
2010,7,AM,1302603,130260,01,01,01,09,0.0,44,654.0,1,0,,,0,00,517330,74608,80111,8011101,05,25,02,08,21,,,,,0000,,999,,99,999,99,,999,99
2010,7,AM,1302603,130260,02,01,05,06,0.0,44,925.0,-1,0,,,0,00,782310,60232,49213,4921302,07,28,01,08,20,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2111201,211120,01,01,01,01,0.0,44,860.0,1,0,,,0,00,782410,60259,49299,4929999,06,26,01,08,20,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2111300,211130,01,01,02,07,0.0,44,623.0,1,0,,,0,00,411010,74705,81214,8121400,07,24,01,08,21,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2100055,210005,01,01,02,08,0.0,44,561.0,1,0,,,0,00,821220,02135,02306,0230600,02,29,01,04,25,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2104057,210405,02,01,04,09,5.0,44,522.0,-1,0,,,0,00,717020,45314,42219,4221902,04,26,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2101202,210120,01,01,01,05,0.0,44,522.0,1,0,,,0,00,521110,50415,45412,4541203,07,19,01,08,16,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2109601,210960,01,01,02,04,0.0,44,650.0,1,0,,,0,00,724315,26417,23427,2342702,02,48,01,08, 2,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2108504,210850,02,01,04,01,6.0,44,531.0,-1,0,,,0,00,717020,26492,23494,2349499,07,30,01,08, 2,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2103307,210330,02,01,11,07,24.0,24,279.0,-1,1,,,0,00,314110,26204,23206,2320600,07,23,01,08, 2,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2111300,211130,02,01,04,04,6.0,44,1264.0,-1,0,,,0,00,521110,63118,52125,5212500,07,24,01,08,19,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2111607,211160,01,01,02,09,0.0,44,510.0,1,0,,,0,00,621005,23400,19314,1931400,02,26,01,08,13,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2111607,211160,01,01,02,09,0.0,44,1006.0,1,0,,,0,00,321105,23400,19314,1931400,07,25,01,02,13,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2105302,210530,01,01,01,03,0.0,44,535.0,1,0,,,0,00,521110,51420,46427,4642701,07,20,02,02,17,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2111300,211130,01,01,01,01,0.0,44,510.0,1,0,,,0,00,992225,63118,52125,5212500,07,36,01,08,19,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2105302,210530,01,01,01,03,0.0,44,510.0,1,0,,,0,00,411005,52159,47130,4713001,07,18,02,08,16,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2112209,211220,01,01,02,01,0.0,44,510.0,1,0,,,0,00,331205,80152,85139,8513900,07,33,02,08,23,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2111300,211130,02,01,11,09,3.0,44,719.0,-1,0,,,0,00,514225,74705,81214,8121400,07,24,01,08,21,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2111300,211130,01,01,01,02,0.0,44,900.0,1,0,,,0,00,914405,45136,43134,4313400,07,31,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2104552,210455,02,01,11,06,1.0,44,621.0,-1,0,,,0,00,412205,19100,15106,1510600,06,37,01,08, 9,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2111300,211130,02,01,06,05,10.0,20,348.0,-1,0,,,0,00,513435,55220,56112,5611203,06,19,02,08,21,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2112209,211220,02,01,04,06,2.0,44,510.0,-1,0,,,0,00,752305,26417,23427,2342702,03,21,01,08, 2,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2111300,211130,01,01,02,04,0.0,44,510.0,1,0,,,0,00,763015,51420,46427,4642702,07,19,02,08,17,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2104057,210405,01,01,02,06,0.0,44,928.0,1,0,,,0,00,715545,45250,42928,4292802,06,33,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2111300,211130,02,01,04,08,8.0,44,545.0,-1,0,,,0,00,991105,45233,42120,4212000,05,24,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2111300,211130,02,01,04,02,26.0,44,510.0,-1,0,,,0,00,422110,85146,86402,8640299,07,22,02,09,22,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2110039,211003,02,01,04,04,13.0,44,510.0,-1,0,,,0,00,421305,52434,47547,4754701,07,23,01,08,16,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2111300,211130,02,01,04,03,9.0,44,525.0,-1,0,,,0,00,513205,55212,56112,5611201,07,26,02,08,21,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2111300,211130,01,01,02,01,0.0,22,556.0,1,0,,,0,00,331205,80993,85996,8599699,08,38,02,08,23,,,,,0000,,999,,99,999,99,,999,99
2010,3,MA,2111300,211130,01,01,01,06,0.0,44,1060.0,1,0,,,0,00,517420,45217,41204,4120400,07,35,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,8,RO,1100205,110020,01,01,02,09,0.0,20,233.0,1,1,,,0,00,411005,45233,42120,4212000,06,14,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,8,RO,1100205,110020,01,01,02,09,0.0,44,1000.0,1,0,,,0,00,717025,45233,42120,4212000,07,23,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,8,RO,1100205,110020,02,01,04,09,7.0,44,722.0,-1,0,,,0,00,717020,45233,42120,4212000,04,48,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,8,RO,1100205,110020,02,01,04,09,10.0,44,1000.0,-1,0,,,0,00,715210,45233,42120,4212000,04,39,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,8,RO,1100205,110020,01,01,02,09,0.0,20,233.0,1,1,,,0,00,411005,45233,42120,4212000,04,14,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,8,RO,1100205,110020,01,01,01,03,0.0,44,655.0,1,0,,,0,00,717020,26301,23303,2330302,07,36,02,09, 2,,,,,0000,,999,,99,999,99,,999,99
2010,8,RO,1100205,110020,02,01,04,01,1.0,44,555.0,-1,0,,,0,00,422305,50105,45111,4511104,08,30,01,02,16,,,,,0000,,999,,99,999,99,,999,99
2010,8,RO,1100205,110020,01,01,01,01,0.0,44,1320.0,1,0,,,0,00,223405,52418,47717,4771701,09,28,01,02,16,,,,,0000,,999,,99,999,99,,999,99
2010,8,RO,1100205,110020,02,01,04,04,2.0,44,612.0,-1,0,,,0,00,992225,52442,47440,4744099,07,19,01,02,16,,,,,0000,,999,,99,999,99,,999,99
2010,8,RO,1100049,110004,01,01,02,05,0.0,44,537.0,1,0,,,0,00,752320,26417,23427,2342702,07,21,01,08, 2,,,,,0000,,999,,99,999,99,,999,99
2010,8,RO,1100049,110004,01,01,02,04,0.0,44,540.0,1,0,,,0,00,411005,52418,47717,4771702,07,24,02,02,16,,,,,0000,,999,,99,999,99,,999,99
2010,8,RO,1100205,110020,02,01,11,06,1.0,44,655.0,-1,0,,,0,00,512105,45217,41204,4120400,05,19,02,04,15,,,,,0000,,999,,99,999,99,,999,99
2010,8,RO,1100122,110012,02,01,04,07,16.0,40,630.0,-1,0,,,0,00,322205,91995,94308,9430800,09,30,02,02,21,,,,,0000,,999,,99,999,99,,999,99
2010,8,RO,1100122,110012,02,01,04,07,10.0,40,830.0,-1,0,,,0,00,322205,91995,94308,9430800,05,24,01,02,21,,,,,0000,,999,,99,999,99,,999,99
2010,8,RO,1100205,110020,01,01,02,09,0.0,44,1650.0,1,0,,,0,00,782110,45314,42219,4221901,07,21,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,8,RO,1100205,110020,01,01,02,09,0.0,44,723.0,1,0,,,0,00,717020,45314,42219,4221901,07,43,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,8,RO,1100205,110020,01,01,02,09,0.0,44,1003.0,1,0,,,0,00,911305,45314,42219,4221901,04,25,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,8,RO,1100205,110020,01,01,02,09,0.0,44,1650.0,1,0,,,0,00,782110,45314,42219,4221901,05,21,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2010,8,RO,1100098,110009,01,01,02,03,0.0,44,540.0,1,0,,,0,00,521110,52493,47890,4789099,07,21,01,02,16,,,,,0000,,999,,99,999,99,,999,99
2010,8,RO,1100205,110020,01,01,02,05,0.0,8,654.0,1,0,,,0,00,519110,51454,46443,4644301,07,29,01,04,17,,,,,0000,,999,,99,999,99,,999,99
2010,8,RO,1100452,110045,02,01,06,03,2.0,44,540.0,-1,0,,,0,00,521110,50415,45412,4541203,07,23,01,08,16,,,,,0000,,999,,99,999,99,,999,99
2010,8,RO,1100205,110020,01,01,02,08,0.0,44,681.0,1,0,,,0,00,517330,74608,80111,8011101,07,34,01,08,21,,,,,0000,,999,,99,999,99,,999,99
2010,8,RO,1100122,110012,01,01,25,05,0.0,40,510.0,1,1,,,0,00,422105,26913,23915,2391503,06,16,02,08, 2,,,,,0000,,999,,99,999,99,,999,99
2010,8,RO,1100122,110012,01,01,01,06,0.0,36,5582.0,1,0,,,0,00,234505,80314,85317,8531700,09,31,02,02,23,,,,,0000,,999,,99,999,99,,999,99
2010,12,MS,5003702,500370,02,01,04,03,10.0,44,624.0,-1,0,,,0,00,411010,52329,47814,4781400,05,21,01,08,16,,,,,0000,,999,,99,999,99,,999,99
2010,12,MS,5003702,500370,01,01,02,09,0.0,44,603.0,1,0,,,0,00,784205,15113,10121,1012103,02,21,02,02,13,,,,,0000,,999,,99,999,99,,999,99
